id	cui	judgment	target	weight	source	label	query	why
portal_10_copd_old_sleep_apnea	C0037981	active_expected	3	4	patient_portal_active		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C0052796	active_expected	3	4	patient_portal_active		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C0199451	context_expected	1.5	2	patient_portal_context		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C0520679	context_expected	1.5	2	patient_portal_context		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C0523807	active_expected	3	4	patient_portal_active		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C0740304	active_expected	3	4	patient_portal_active		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C1410088	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C2825142	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C3263700	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_10_copd_old_sleep_apnea	C3844332	disallowed	-2	3	patient_portal_disallowed		Patient portal message: The summary says COPD exacerbation with worsening dyspnea and wheezing after a viral illness, and it lists prednisone, azithromycin, spirometry history, and low oxygen saturation. My portal also shows old obstructive sleep apnea and CPAP from another visit. I am not sure which diagnosis to use.	Active pulmonary exacerbation first; old sleep history lower; meta uncertainty suppressed.
portal_11_chest_pain_old_reflux	C0017168	context_expected	1.5	2	patient_portal_context		Patient portal message: I went in for ST elevation, elevated troponin, coronary angiography, right coronary artery occlusion, and PCI with stent placement. The portal still lists old reflux, omeprazole, and Barrett esophagus from another visit. I am worried that the old GI result is being mixed into the heart plan.	Active cardiac procedure/findings first; old GI context lower; worry/result meta suppressed.
portal_11_chest_pain_old_reflux	C0028978	context_expected	1.5	2	patient_portal_context		Patient portal message: I went in for ST elevation, elevated troponin, coronary angiography, right coronary artery occlusion, and PCI with stent placement. The portal still lists old reflux, omeprazole, and Barrett esophagus from another visit. I am worried that the old GI result is being mixed into the heart plan.	Active cardiac procedure/findings first; old GI context lower; worry/result meta suppressed.
portal_11_chest_pain_old_reflux	C0085532	active_expected	3	4	patient_portal_active		Patient portal message: I went in for ST elevation, elevated troponin, coronary angiography, right coronary artery occlusion, and PCI with stent placement. The portal still lists old reflux, omeprazole, and Barrett esophagus from another visit. I am worried that the old GI result is being mixed into the heart plan.	Active cardiac procedure/findings first; old GI context lower; worry/result meta suppressed.
portal_11_chest_pain_old_reflux	C0233481	disallowed	-2	3	patient_portal_disallowed		Patient portal message: I went in for ST elevation, elevated troponin, coronary angiography, right coronary artery occlusion, and PCI with stent placement. The portal still lists old reflux, omeprazole, and Barrett esophagus from another visit. I am worried that the old GI result is being mixed into the heart plan.	Active cardiac procedure/findings first; old GI context lower; worry/result meta suppressed.
portal_11_chest_pain_old_reflux	C0520886	active_expected	3	4	patient_portal_active		Patient portal message: I went in for ST elevation, elevated troponin, coronary angiography, right coronary artery occlusion, and PCI with stent placement. The portal still lists old reflux, omeprazole, and Barrett esophagus from another visit. I am worried that the old GI result is being mixed into the heart plan.	Active cardiac procedure/findings first; old GI context lower; worry/result meta suppressed.
